stop.id
46009
84009
03129
22009
59009
75009
03111
64009
65009
52009
44009
77009
28009
02051
54009
43009
53009
17009
45009
58009
82009
10499
11369
24009
66009
52129
55509
67009
10009
28091
11379
54261
62059
65199
80289
09048
16009
42071
44079
75179
20121
25009
45139
54269
62051
63179
77029
80009
80069
84031
03011
10151
10189
22459
45131
45321
47561
53169
54341
58059
58251
59031
60219
63039
66559
67409
83081
84071
